Student_ID,Age,Gender,Attendance_Rate,Prior_GPA,LMS_Logins,Study_Hours_Per_Week,Assignment_Submission_Rate,Engagement_Score,Final_Academic_Performance
1709,23,Female,97.9,1.46,40,17.3,35.17,84.13,High
1710,21,Male,50.08,2.65,139,26.0,58.04,89.68,High
1711,23,Female,56.77,2.88,240,12.4,81.22,19.78,Medium
1712,22,Male,66.38,3.78,98,29.7,37.02,28.52,High
1713,21,Female,50.85,3.82,5,10.0,85.46,1.29,Low
1714,21,Male,55.61,3.12,266,19.9,45.24,78.74,High
1715,23,Female,81.22,1.83,269,37.2,72.56,58.06,High
1716,22,Male,59.05,2.91,236,14.9,74.92,9.66,Low
1717,18,Female,89.67,1.82,126,10.6,91.19,15.13,Medium
1718,21,Male,50.94,3.02,172,37.7,40.18,49.78,High
1719,24,Male,94.08,3.38,235,27.0,64.21,75.35,Medium
1720,23,Male,45.38,1.97,40,25.0,64.16,75.56,High
1721,17,Female,74.8,2.94,279,16.8,89.64,22.62,Low
1722,18,Male,63.78,3.33,213,28.8,94.94,21.41,Medium
1723,20,Male,65.76,1.12,294,18.1,79.1,69.89,Medium
1724,23,Male,80.22,3.35,132,12.9,83.28,18.64,High
1725,17,Male,49.34,3.76,184,26.0,94.57,88.43,High
1726,22,Female,54.32,1.32,244,14.9,87.76,35.91,High
1727,19,Female,77.24,1.31,222,8.0,98.36,72.59,Low
1728,19,Female,80.59,2.81,299,17.6,76.97,69.15,Low
1729,17,Male,55.21,3.11,14,18.2,63.5,64.81,High
1730,17,Female,84.0,3.61,183,22.6,90.23,53.2,Medium
1731,21,Female,46.76,1.25,223,15.1,49.59,73.84,Medium
1732,21,Female,51.6,2.65,118,16.8,51.06,24.35,Low
1733,21,Female,58.3,2.51,284,27.2,34.04,91.2,Low
1734,21,Male,54.12,1.78,132,26.1,45.61,81.19,Low
1735,23,Male,82.93,3.01,217,20.6,61.44,78.56,Low
1736,22,Female,70.55,3.83,126,8.8,92.55,70.56,High
1737,20,Female,91.75,3.79,250,5.7,95.18,16.48,High
1738,22,Male,88.86,3.12,284,37.2,84.01,54.94,Medium
1739,20,Female,82.37,1.28,126,23.4,33.39,19.9,Medium
1740,17,Male,88.78,2.3,206,29.0,89.38,30.48,Medium
1741,19,Male,66.76,3.87,184,21.2,58.1,51.11,Low
1742,18,Male,88.44,2.36,295,27.4,96.13,61.79,Medium
1743,24,Female,42.32,2.7,287,23.9,85.54,64.71,Medium
1744,23,Female,55.85,2.14,264,33.5,35.82,5.39,Medium
1745,18,Female,71.25,3.58,98,28.7,87.55,39.39,High
1746,20,Female,95.52,3.46,278,32.3,74.28,96.65,High
1747,17,Female,93.54,3.2,209,15.9,50.32,45.98,Medium
1748,19,Male,52.44,2.2,131,7.3,43.83,61.14,Low
1749,18,Female,78.18,3.02,137,5.4,54.2,73.84,Medium
1750,20,Female,87.43,1.07,227,12.4,37.73,17.16,High
1751,17,Female,58.55,2.65,115,20.3,42.56,41.22,Low
1752,19,Male,92.94,2.22,210,16.1,43.39,92.6,Medium
1753,20,Male,86.56,3.29,23,23.2,37.73,37.99,Medium
1754,20,Male,92.25,1.0,22,38.8,88.35,99.65,Medium
1755,22,Female,83.57,1.43,45,21.0,35.36,15.42,High
1756,24,Male,90.96,1.02,138,17.2,98.86,71.03,Low
1757,18,Male,77.27,1.87,79,31.5,59.71,95.78,High
1758,17,Female,77.93,3.93,180,11.4,59.46,54.95,Medium
1759,22,Male,55.71,3.1,34,37.7,66.76,81.36,High
1760,17,Male,86.11,3.75,134,23.9,58.95,76.94,High
1761,19,Male,67.74,3.18,96,27.8,92.63,22.07,High
1762,24,Female,90.29,3.56,35,37.7,43.54,1.62,High
1763,21,Female,63.43,3.28,30,13.7,61.57,96.34,Medium
1764,23,Female,56.71,2.32,128,2.6,72.96,46.17,Medium
1765,18,Female,71.69,1.24,278,18.9,83.01,34.05,High
1766,23,Male,85.76,1.71,194,10.9,96.98,28.07,Medium
1767,24,Female,86.56,1.49,257,15.6,95.88,93.98,Low
1768,20,Female,78.07,2.87,20,11.3,80.2,19.76,Medium
1769,17,Male,91.83,3.43,39,19.4,34.42,68.85,Low
1770,22,Female,68.05,2.34,185,33.7,49.78,42.16,Low
1771,20,Male,94.53,1.25,153,5.1,39.77,8.91,Medium
1772,17,Male,96.02,2.29,152,11.9,72.7,8.68,Medium
1773,23,Female,41.98,2.04,210,37.8,95.46,30.49,High
1774,20,Male,62.32,1.08,168,37.6,78.9,14.23,Medium
1775,17,Female,55.83,1.15,141,6.5,52.0,4.99,Low
1776,22,Female,58.29,2.36,192,13.4,63.49,51.65,Medium
1777,18,Female,97.93,3.44,78,20.3,99.03,80.35,Medium
1778,24,Female,82.38,3.04,50,34.9,66.88,23.66,High
1779,24,Female,98.68,2.87,223,10.2,94.18,52.0,Low
1780,18,Male,95.52,2.54,240,20.6,68.44,29.17,High
1781,24,Female,77.1,2.78,274,10.4,68.05,91.09,High
1782,23,Male,63.07,1.45,94,4.3,41.2,21.52,High
1783,24,Male,78.21,1.75,207,8.5,79.01,26.75,Medium
1784,23,Male,92.39,3.61,77,16.1,96.54,73.93,High
1785,23,Male,77.66,1.41,198,29.2,38.83,93.03,Medium
1786,24,Female,40.4,2.82,67,25.6,36.74,84.57,High
1787,24,Female,84.3,2.94,7,34.6,40.83,80.8,Medium
1788,19,Male,82.7,2.69,272,6.5,38.43,24.97,High
1789,20,Female,78.06,2.5,136,15.2,84.1,61.23,High
1790,17,Female,40.73,3.88,257,25.2,46.8,3.7,Medium
1791,22,Female,99.55,3.36,130,1.3,70.9,55.43,High
1792,21,Male,94.2,3.16,53,14.0,85.63,65.5,High
1793,22,Female,67.82,2.29,212,30.2,66.14,93.91,Medium
1794,18,Female,52.25,1.01,90,18.1,94.54,64.29,Medium
1795,22,Female,79.14,3.8,72,21.4,70.88,18.63,High
1796,22,Female,47.05,1.51,93,36.9,80.85,19.66,Medium
1797,23,Male,41.27,3.48,163,15.4,31.06,4.1,Medium
1798,21,Female,60.87,2.67,280,33.4,87.8,93.57,High
1799,21,Male,54.28,2.15,192,18.0,92.64,15.28,Low
1800,21,Female,97.9,2.67,185,18.8,64.31,59.71,Low
1801,22,Male,51.23,2.45,65,14.4,68.14,36.71,High
1802,20,Male,53.58,2.82,168,9.1,82.57,56.62,High
1803,19,Male,63.32,2.95,69,31.5,54.41,68.22,Medium
1804,22,Female,49.31,3.98,281,34.5,96.22,4.01,Medium
1805,22,Female,67.87,1.35,241,20.0,42.26,91.6,Low
1806,21,Female,78.39,1.65,89,29.4,95.73,0.53,Medium
1807,21,Female,42.74,3.65,271,16.9,68.84,67.65,Medium
1808,24,Male,48.42,2.76,63,38.3,95.4,92.4,Medium
1809,21,Female,82.8,2.34,248,20.4,97.38,62.72,High
1810,21,Female,40.42,1.13,200,34.9,40.24,73.43,High
1811,23,Male,93.96,1.73,299,21.6,82.03,43.65,Medium
1812,22,Male,54.63,3.3,140,24.8,30.96,12.05,Medium
1813,24,Male,98.6,1.9,246,30.8,45.81,89.06,Medium
1814,20,Female,67.18,2.01,23,27.9,89.34,13.68,High
1815,24,Female,76.86,1.64,282,35.8,47.45,5.36,Medium
1816,20,Male,75.32,3.77,92,21.3,81.09,90.46,Medium
1817,20,Male,51.05,3.82,168,25.8,77.16,46.49,Low
1818,19,Male,64.48,2.2,292,27.4,64.97,76.37,Medium
1819,19,Male,73.35,3.79,108,22.3,74.49,81.86,High
1820,20,Female,86.66,3.12,203,23.2,84.36,78.01,High
1821,18,Male,89.84,2.6,165,14.6,48.04,85.15,Medium
1822,18,Male,78.31,2.3,16,36.8,70.11,26.37,Medium
1823,21,Male,56.78,1.81,141,28.2,30.81,5.33,High
1824,23,Female,82.72,3.79,20,1.7,98.2,59.84,Medium
1825,20,Female,69.62,3.19,128,13.4,58.78,75.72,Low
1826,17,Male,70.59,1.96,56,11.8,96.03,51.77,Low
1827,17,Male,86.78,2.74,244,10.7,88.42,93.04,High
1828,17,Male,94.16,2.4,66,35.9,62.35,71.31,High
1829,20,Male,62.99,1.33,218,16.3,31.22,60.89,Medium
1830,19,Male,72.5,3.62,194,35.0,53.8,53.84,Medium
1831,17,Female,55.42,2.14,132,18.8,94.63,13.55,High
1832,23,Male,42.5,3.51,162,4.6,64.15,13.63,High
1833,21,Male,72.16,2.38,34,28.3,70.06,23.78,Medium
1834,18,Female,78.05,3.99,244,26.6,66.97,32.46,High
1835,17,Female,89.68,2.88,190,32.5,43.36,82.82,Low
1836,18,Male,44.31,2.7,46,20.4,81.0,12.38,Medium
1837,17,Female,81.22,2.4,216,14.0,93.93,67.2,Medium
1838,19,Female,76.06,2.1,88,17.4,31.44,38.6,Medium
1839,23,Male,47.56,1.94,181,31.3,32.98,57.68,Medium
1840,23,Female,60.79,3.31,242,13.6,89.43,71.99,High
1841,18,Female,99.07,3.56,82,38.6,90.42,37.97,High
1842,24,Male,95.01,3.09,168,7.9,59.77,8.92,Medium
1843,18,Female,45.92,2.46,289,28.8,93.13,98.73,Low
1844,22,Female,89.07,1.59,230,32.1,85.28,13.44,Medium
1845,19,Male,58.42,3.77,163,4.4,66.66,74.46,High
1846,23,Female,96.49,2.2,195,6.8,38.15,63.94,Medium
1847,20,Male,49.54,2.72,265,17.7,89.1,7.5,High
1848,17,Female,46.43,1.82,13,5.0,82.3,75.99,Medium
1849,19,Female,74.46,3.18,54,1.9,91.68,42.06,High
1850,21,Male,55.8,2.82,267,38.1,50.82,61.23,High
1851,20,Male,68.67,2.82,86,36.6,48.85,19.84,Low
1852,17,Female,82.38,3.25,142,3.9,85.04,15.32,Medium
1853,24,Female,43.06,1.96,35,37.7,30.34,2.17,Medium
1854,23,Male,68.43,2.85,174,31.3,76.56,68.59,Medium
1855,17,Male,85.34,3.66,263,14.1,77.86,40.68,Medium
1856,21,Male,91.71,3.6,123,18.3,37.01,35.82,Low
1857,19,Male,99.64,1.44,45,11.7,49.09,74.73,High
1858,23,Female,46.03,2.61,22,34.5,50.5,16.16,Medium
1859,20,Male,56.18,1.98,231,7.9,96.84,3.23,Medium
1860,23,Female,87.43,1.17,223,12.5,49.68,71.42,Medium
1861,20,Female,80.26,3.82,196,4.1,57.85,53.23,Medium
1862,21,Male,97.34,1.59,282,12.3,79.49,1.13,Medium
1863,22,Male,93.91,2.01,192,18.0,59.1,54.41,High
1864,20,Female,96.92,3.05,57,9.6,49.36,13.87,Medium
1865,22,Female,59.18,2.02,92,11.1,81.37,2.77,Medium
1866,18,Male,70.11,1.03,161,5.5,97.39,52.65,Low
1867,21,Female,96.97,1.0,203,10.8,93.78,85.05,Medium
1868,21,Male,45.37,2.77,238,12.0,67.04,96.87,Medium
1869,20,Female,42.85,3.24,67,33.0,60.02,60.75,High
1870,20,Female,99.95,2.84,147,7.1,95.62,80.95,High
1871,24,Male,77.75,2.84,165,29.1,90.09,9.12,Low
1872,18,Female,91.69,3.27,108,20.9,95.79,96.72,High
1873,24,Male,62.47,3.63,9,22.4,33.74,26.43,Low
1874,22,Male,49.35,2.2,63,19.5,86.73,83.89,High
1875,20,Male,80.3,2.36,264,12.0,61.89,15.7,Medium
1876,20,Female,82.9,1.77,155,33.3,61.83,29.66,Medium
1877,21,Female,54.37,2.54,262,34.3,49.03,81.07,Medium
1878,20,Female,90.44,3.05,28,4.7,83.53,79.99,Medium
1879,17,Male,79.76,3.62,136,10.2,51.61,62.57,High
1880,24,Male,84.86,1.49,141,9.7,70.69,32.82,High
1881,20,Female,94.95,1.27,196,8.8,41.74,99.97,Medium
1882,24,Male,90.27,2.4,199,34.7,75.6,15.22,High
1883,23,Male,80.46,1.58,27,13.0,99.32,93.93,Medium
1884,18,Female,66.36,3.16,84,12.2,87.01,54.53,Medium
1885,23,Male,44.06,1.26,201,26.6,63.57,59.84,Low
1886,24,Female,77.23,1.09,130,12.7,40.93,34.36,High
1887,24,Female,76.84,2.51,230,15.2,53.01,74.64,Medium
1888,20,Male,58.02,1.94,33,4.7,57.26,41.74,High
1889,23,Female,51.4,3.1,118,1.7,64.78,6.57,Medium
1890,20,Male,71.1,2.0,253,39.2,64.33,39.17,Medium
1891,20,Male,46.85,2.07,164,23.6,96.09,66.98,Medium
1892,24,Male,41.74,2.95,138,29.4,52.01,44.06,Low
1893,17,Female,77.52,3.39,12,37.1,46.09,14.41,High
1894,22,Female,87.59,2.22,268,15.7,65.23,62.26,Low
1895,24,Male,58.51,3.69,255,20.5,98.05,39.35,High
1896,17,Male,74.8,3.71,158,37.8,79.84,50.49,Low
1897,17,Female,43.38,1.39,44,35.7,92.53,93.13,Medium
1898,23,Female,40.15,3.04,227,16.2,92.05,60.39,Medium
1899,23,Female,61.76,1.5,86,21.1,45.62,52.28,Medium
1900,22,Male,93.95,3.23,254,32.0,37.16,1.19,Medium
1901,20,Male,70.54,1.4,109,14.7,50.28,91.17,Medium
1902,18,Female,73.22,2.53,94,26.7,92.37,88.76,Low
1903,18,Female,98.58,3.85,262,35.4,39.66,53.53,High
1904,22,Female,48.72,2.5,233,15.2,84.47,60.83,Medium
1905,24,Male,41.85,2.86,83,35.2,91.13,9.54,Low
1906,20,Male,43.02,1.36,159,35.5,37.54,3.48,Medium
1907,20,Male,90.25,1.13,122,8.1,94.13,50.59,High
1908,22,Male,40.81,3.41,92,7.1,91.21,73.89,Medium
1909,23,Female,79.55,1.42,163,8.6,64.96,81.12,Medium
1910,24,Male,49.75,1.41,195,13.7,83.21,52.87,Medium
1911,22,Male,46.82,2.71,273,8.9,82.06,43.24,High
1912,20,Male,51.79,2.63,194,24.4,43.86,19.37,High
1913,17,Female,99.63,3.62,151,13.0,87.83,88.9,Low
1914,21,Male,76.53,1.42,258,6.0,95.1,35.05,Medium
1915,21,Female,69.87,2.68,28,14.2,85.22,77.94,Medium
1916,21,Female,64.85,1.69,116,21.8,47.16,95.64,Low
1917,20,Male,84.9,2.78,142,28.8,77.1,60.68,Medium
1918,19,Female,49.14,3.64,36,39.3,79.91,18.45,High
1919,17,Male,75.9,1.32,248,26.9,82.44,98.25,High
1920,17,Female,98.06,3.55,232,1.5,50.32,67.63,Medium
1921,19,Male,47.82,3.57,162,10.1,96.7,31.01,Medium
1922,21,Male,75.86,3.71,188,21.4,33.37,4.11,Low
1923,19,Female,69.99,2.11,292,3.0,33.89,1.64,High
1924,21,Male,88.04,2.92,167,25.7,92.83,73.83,Medium
1925,23,Male,56.3,2.88,113,7.2,43.25,50.72,Medium
1926,20,Female,42.97,3.0,272,1.5,49.04,55.58,Medium
1927,20,Female,53.73,2.97,222,13.0,96.3,54.13,High
1928,19,Male,44.76,2.23,194,10.0,44.49,37.61,Medium
1929,17,Male,45.14,3.62,59,18.9,51.23,70.44,High
1930,23,Female,87.0,1.82,29,6.0,80.91,70.74,High
1931,24,Female,44.29,3.67,143,21.4,69.2,68.84,Low
1932,24,Male,56.36,1.46,262,30.6,63.45,27.82,High
1933,24,Female,62.91,1.42,160,19.8,57.3,47.67,Medium
1934,17,Female,84.32,1.89,26,39.9,50.16,55.8,Medium
1935,23,Female,69.43,2.83,279,33.1,80.88,57.61,High
1936,18,Male,82.66,2.72,13,29.9,77.72,99.2,High
1937,24,Male,81.43,3.66,227,12.8,37.92,63.0,High
1938,17,Female,77.03,3.19,213,5.7,51.34,92.41,Low
1939,22,Male,80.86,2.84,298,11.0,75.1,7.48,High
1940,24,Male,71.23,2.34,220,39.3,43.05,68.08,Medium
1941,20,Female,40.4,2.12,83,17.0,84.1,27.25,High
1942,20,Female,49.55,1.42,268,29.6,36.61,33.13,Medium
1943,22,Male,43.24,2.96,228,10.3,68.2,91.69,High
1944,17,Female,98.16,3.44,84,36.4,70.58,51.55,High
1945,22,Female,76.83,3.1,51,10.6,47.58,46.26,Medium
1946,22,Male,98.28,3.9,181,38.6,47.65,42.82,Medium
1947,20,Female,45.72,3.21,288,26.0,97.42,36.98,Medium
1948,21,Female,74.53,3.14,136,1.3,68.36,14.37,Medium
1949,20,Female,90.1,2.02,139,12.8,32.63,49.86,Low
1950,21,Female,54.51,3.84,106,34.8,59.78,29.7,Medium
1951,17,Male,92.26,1.05,39,29.7,71.89,30.36,Medium
1952,19,Male,41.72,1.27,146,34.7,83.55,77.26,Medium
1953,17,Male,93.24,2.04,272,39.4,50.06,81.99,Medium
1954,18,Male,91.32,2.71,204,16.4,50.89,15.29,Medium
1955,17,Female,59.61,2.43,281,4.8,95.39,26.21,High
1956,22,Female,94.1,2.76,90,14.7,97.2,0.58,High
1957,19,Male,71.12,2.93,114,38.6,56.27,67.38,Medium
1958,22,Female,50.3,1.5,53,10.5,65.8,69.4,Medium
1959,22,Male,87.83,2.37,291,6.1,33.48,1.23,High
1960,19,Male,53.03,2.62,160,16.5,31.96,47.29,Medium
1961,24,Male,90.7,2.26,129,22.3,86.49,45.54,Medium
1962,23,Male,67.83,2.46,198,37.9,98.77,28.81,Medium
1963,22,Male,45.16,1.65,139,36.3,51.03,39.5,High
1964,23,Male,46.85,3.63,7,21.7,30.32,37.67,Medium
1965,24,Female,46.78,2.08,113,32.1,52.29,43.46,High
1966,18,Male,86.79,1.59,170,15.7,67.22,92.07,High
1967,21,Male,40.48,2.75,123,8.8,81.81,85.57,Low
1968,17,Male,42.54,2.71,234,35.7,32.55,45.47,Medium
1969,17,Female,96.92,3.45,230,11.3,94.02,34.27,High
1970,23,Male,57.35,2.81,70,10.6,41.09,42.64,High
1971,19,Female,53.79,3.61,223,25.8,68.45,91.0,High
1972,19,Female,91.09,2.12,43,23.8,54.34,43.52,Low
1973,22,Female,96.28,3.2,285,4.5,58.33,18.78,Low
1974,19,Female,68.2,3.24,86,5.1,86.66,65.09,High
1975,23,Female,44.2,3.53,80,21.6,73.44,1.59,Medium
1976,17,Male,70.58,2.63,220,18.0,98.5,44.25,High
1977,21,Male,81.89,3.26,73,23.3,60.96,37.62,Medium
1978,18,Female,68.28,2.49,122,13.5,55.12,52.33,Medium
1979,22,Female,84.77,3.85,171,36.2,91.68,68.74,High
1980,24,Female,71.62,3.42,232,24.9,91.67,82.9,Medium
1981,19,Male,76.37,1.54,35,13.8,33.97,66.99,High
1982,18,Female,80.53,1.91,229,39.5,35.51,66.62,Low
1983,23,Male,52.08,2.2,265,26.2,43.45,25.34,High
1984,19,Female,44.23,3.55,183,6.5,43.94,97.29,Medium
1985,24,Female,42.19,1.72,208,36.0,69.88,71.88,Medium
1986,22,Male,70.57,2.11,218,15.3,51.28,39.48,High
1987,20,Female,54.66,2.42,299,21.0,55.61,77.13,Low
1988,20,Male,69.19,1.04,117,16.2,33.33,3.35,Medium
1989,18,Female,47.53,2.94,130,8.7,39.43,10.94,High
1990,21,Female,60.85,3.28,231,30.2,57.06,90.26,High
1991,17,Male,83.08,3.4,169,36.7,45.64,8.32,Low
1992,23,Male,56.06,2.54,278,9.5,75.97,26.36,Medium
1993,17,Male,96.33,3.86,243,39.4,69.26,78.94,Medium
1994,18,Male,72.94,1.52,204,6.0,69.78,20.5,Low
1995,18,Female,62.33,3.48,62,6.6,52.96,90.72,High
1996,24,Male,53.2,2.08,119,32.8,31.83,96.37,Medium
1997,18,Male,69.54,1.91,272,9.0,78.4,40.24,Low
1998,20,Female,58.68,3.52,299,36.3,76.69,71.14,Low
1999,22,Female,76.38,1.07,212,9.5,90.19,0.01,Low
2000,21,Male,71.5,3.3,235,34.3,43.48,27.73,High
